X,Nrep,rest,interval_duration,profil,PAM,rest_power,duration,PC,DR,power_cogganTSS,percent_power_max,percent_PAM,cumul_time
1...31,13,60,15,pursuiter,416.548283671423,208.274141835712,915,335.353065631754,1,650.279145121263,73.75368636197308,156.11134905892663,195
1...32,14,60,15,pursuiter,416.548283671423,208.274141835712,990,330.871322837814,1,636.931105382039,72.23977169338825,152.9069090786258,210
1...33,15,60,15,pursuiter,416.548283671423,208.274141835712,1065,326.799434514927,1,624.851265375194,70.86969433837554,150.00692353544355,225
1...34,16,60,15,pursuiter,416.548283671423,208.274141835712,1140,323.069818178039,1,613.824325858044,69.61903537940083,147.35970592600833,240
1...35,17,60,15,pursuiter,416.548283671423,208.274141835712,1215,319.630079462502,1,603.684524109295,68.46899425696816,144.9254618908685,255
1...36,18,60,15,pursuiter,416.548283671423,208.274141835712,1290,316.438834815634,1,594.301734837073,67.40481235543278,142.67295248439038,270
1...37,19,60,15,pursuiter,416.548283671423,208.274141835712,1365,313.462863939425,1,585.572073995216,66.41470730192279,140.5772384497737,285
1...38,20,60,15,pursuiter,416.548283671423,208.274141835712,1440,310.675118312262,1,577.411375836796,65.48913314352254,138.61811426697972,300
1...39,2,90,15,pursuiter,416.548283671423,208.274141835712,120,475.557868452008,1,1465.8817761994,166.258114806037,351.91161112926363,30
1...40,3,90,15,pursuiter,416.548283671423,208.274141835712,225,429.420897150078,1,1096.13156980487,124.32160037328272,263.1463416782455,45
1...41,4,90,15,pursuiter,416.548283671423,208.274141835712,330,407.605313640174,1,988.249368110517,112.08576269111212,237.24725484406437,60
1...42,5,90,15,pursuiter,416.548283671423,208.274141835712,435,384.434071049495,1,898.430400943569,101.89863000588335,215.68457635328028,75
1...43,6,90,15,pursuiter,416.548283671423,208.274141835712,540,368.552967407735,1,839.851500835862,95.25469892122969,201.62164477872255,90
1...44,7,90,15,pursuiter,416.548283671423,208.274141835712,645,356.628020358678,1,797.208700807579,90.41821643139706,191.38446419249306,105
1...45,8,90,15,pursuiter,416.548283671423,208.274141835712,750,347.141830855882,1,764.006843671235,86.65251153951972,183.41375384801498,120
1...46,9,90,15,pursuiter,416.548283671423,208.274141835712,855,339.292469357997,1,736.964329589573,83.58539010869757,176.92170595303594,135
1...47,10,90,15,pursuiter,416.548283671423,208.274141835712,960,332.61041563747,1,714.220759908557,81.00584851092339,171.4616979365448,150
1...48,11,90,15,pursuiter,416.548283671423,208.274141835712,1065,326.799434514927,1,694.630923146112,78.78399857570795,166.75880093027655,165
1...49,12,90,15,pursuiter,416.548283671423,208.274141835712,1170,321.661666000523,1,677.444818811414,76.83477637106677,162.63296366041172,180
1...50,13,90,15,pursuiter,416.548283671423,208.274141835712,1275,317.058898303607,1,662.146964474092,75.09971665206623,158.96043518364354,195
1...51,14,90,15,pursuiter,416.548283671423,208.274141835712,1380,312.891031260852,1,648.369078275644,73.53704944209166,155.65280273416835,210
1...52,15,90,15,pursuiter,416.548283671423,208.274141835712,1485,309.083377488945,1,635.839567190405,72.1159710670851,152.6448654610136,225
1...53,16,90,15,pursuiter,416.548283671423,208.274141835712,1590,305.578806043108,1,624.352777615462,70.81315660352368,149.8872524722625,240
1...54,17,90,15,pursuiter,416.548283671423,208.274141835712,1695,302.332682786993,1,613.74946557839,69.61054483864153,147.34173435282258,255
1...55,18,90,15,pursuiter,416.548283671423,208.274141835712,1800,299.309498955777,1,603.903940393388,68.49388012317056,144.9781367649933,270
1...56,19,90,15,pursuiter,416.548283671423,208.274141835712,1905,296.480557901812,1,594.715337776494,67.45172258114323,142.7722454008743,285
1...57,20,90,15,pursuiter,416.548283671423,208.274141835712,2010,293.822347040521,1,586.101536579607,66.47475815497957,140.70434558360324,300
1...58,2,120,15,pursuiter,416.548283671423,208.274141835712,150,455.497488691939,1,1513.46432092072,171.65485573800458,363.3346673718512,30
1...59,3,120,15,pursuiter,416.548283671423,208.274141835712,285,418.578233643143,1,1147.31727370955,130.1270062214106,275.43440188906504,45
1...60,4,120,15,pursuiter,416.548283671423,208.274141835712,420,387.179914909432,1,994.939945386197,112.84459794159372,238.85344974101835,60
1...61,5,120,15,pursuiter,416.548283671423,208.274141835712,555,366.654400712635,1,907.349896650155,102.91026584533172,217.82586370368543,75
1...62,6,120,15,pursuiter,416.548283671423,208.274141835712,690,352.321131228682,1,849.509313185346,96.35007352813608,203.94017848251332,90
